رقم,الإجراء المطلوب,المسار الحالي,الاسم الحالي,الاسم الصحيح الجديد
711,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > تلوين,تلوين,لوحات فنية
712,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > زخارف الجدران,زخارف الجدران,ديكور حائط
713,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > ستونيس,ستونيس,حجار زينة
714,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > صينية الرماد,صينية الرماد,منفضة سجائر
715,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > فاسيس,فاسيس,مزهرية
716,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > كانديلابراس,كانديلابراس,شمعدان
717,تعديل الاسم,"سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور > كنيكك-كناككس, ستاتواري & فيجورينيس","كنيكك-كناككس, ستاتواري & فيجورينيس",تحف وتماثيل صغيرة
718,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > خوادم ومكونات > سيرفيرس,سيرفيرس,سيرفر
719,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > شاشات > مراقبة قطع الغيار,مراقبة قطع الغيار,قطع غيار الشاشات
720,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > Taşınabilir SSD,Taşınabilir SSD,قرص تخزين محمول
721,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > أجهزة الباركود والمحطات اليدوية,أجهزة الباركود والمحطات اليدوية,جهاز باركود
722,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > أقراص الرسومات,أقراص الرسومات,لوح رسم
723,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > سماعات الرأس والميكروفونات,سماعات الرأس والميكروفونات,سماعة رأس وميكروفون
724,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > سماعات الكمبيوتر,سماعات الكمبيوتر,سماعة كمبيوتر
725,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > طابعات وماسحات وبلوتر,طابعات وماسحات وبلوتر,طابعة متعددة المهام
726,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > كاميرات الويب,كاميرات الويب,كاميرا ويب
727,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > لوحات المفاتيح,لوحات المفاتيح,كيبورد
728,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات أقراص DVD الخارجية وكاتباتها,محركات أقراص DVD الخارجية وكاتباتها,سواقة دي في دي خارجية
729,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات أقراص فلاش,محركات أقراص فلاش,ذاكرة فلاش
730,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات الأقراص الصلبة الخارجية,محركات الأقراص الصلبة الخارجية,هارد خارجي
731,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات الأقراص المرنة والرمز البريدي الخارجية,محركات الأقراص المرنة والرمز البريدي الخارجية,قارئ أقراص مرنة خارجي
732,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > محركات الأقراص المضغوطة والكاتبة الخارجية,محركات الأقراص المضغوطة والكاتبة الخارجية,سواقة سي دي خارجية
733,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > مكبر الرسومات,مكبر الرسومات,كرت شاشة خارجي
734,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > مودمات وشبكات,مودمات وشبكات,مودم وراوتر
735,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > ميسي,ميسي,ماوس
736,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > ملحقات الكمبيوتر > ناسخات USB,ناسخات USB,ناسخ ذاكرة فلاش
737,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > آسوس روج حليف,آسوس روج حليف,Asus Rog Ally
738,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > أتاري,أتاري,Atari
739,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس,اكس بوكس,Xbox
740,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس 360,اكس بوكس 360,Xbox 360
741,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس سيريس اكس,اكس بوكس سيريس اكس,Xbox Series X
742,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس واحد,اكس بوكس واحد,Xbox One
743,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس ون اس,اكس بوكس ون اس,Xbox One S
744,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > اكس بوكس ون اكس,اكس بوكس ون اكس,Xbox One X
745,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 1,بلاي ستيشن 1,PlayStation 1
746,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 2,بلاي ستيشن 2,PlayStation 2
747,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 3,بلاي ستيشن 3,PlayStation 3
748,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 4,بلاي ستيشن 4,PlayStation 4
749,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 4 برو,بلاي ستيشن 4 برو,PlayStation 4 Pro
750,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 5,بلاي ستيشن 5,PlayStation 5
751,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بلاي ستيشن 5 برو,بلاي ستيشن 5 برو,PlayStation 5 Pro
752,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بوابة بلاي ستيشن,بوابة بلاي ستيشن,PlayStation Portal
753,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بي إس بي,بي إس بي,PSP
754,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > بي اس فيتا,بي اس فيتا,PS Vita
755,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > ريزر إيدج,ريزر إيدج,Razer Edge
756,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > سطح البخار,سطح البخار,Steam Deck
757,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > سلسلة اكس بوكس اس,سلسلة اكس بوكس اس,Xbox Series S
758,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > عين,عين,AYN
759,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > لوجيتك جي كلاود,لوجيتك جي كلاود,Logitech G Cloud
760,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > لينوفو ليجن جو,لينوفو ليجن جو,Lenovo Legion Go
761,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > مخلب MSI,مخلب MSI,MSI Claw
762,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو 2DS و 3DS,نينتندو 2DS و 3DS,Nintendo 2DS & 3DS
763,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو جيم بوي,نينتندو جيم بوي,Nintendo Gameboy
764,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو جيم كيوب,نينتندو جيم كيوب,Nintendo Game Cube
765,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو دي إس,نينتندو دي إس,Nintendo DS
766,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو سويتش,نينتندو سويتش,Nintendo Switch
767,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو سويتش 2,نينتندو سويتش 2,Nintendo Switch 2
768,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو وي,نينتندو وي,Nintendo Wii
769,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > نينتندو وي يو,نينتندو وي يو,Nintendo Wii U
770,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم > وحدة التحكم,وحدة التحكم,يد تحكم
771,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > آبل,آبل,Apple
772,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > آسوس,آسوس,Asus
773,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أسيلسان,أسيلسان,Aselsan
774,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أفيا تورك تيليكوم,أفيا تورك تيليكوم,Avea Türk Telekom
775,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أوسكال,أوسكال,Oscal
776,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أوفيون,أوفيون,Ovion
777,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أوليفون,أوليفون,Ulefone
778,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أوميكس,أوميكس,Omix
779,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أووكيتيل,أووكيتيل,Oukitel
780,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > أيسر,أيسر,Acer
781,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > إل جي,إل جي,LG
782,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > إليفون,إليفون,Elephone
783,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > اتش تي سي,اتش تي سي,HTC
784,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > اجم,اجم,AGM
785,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > الكاتيل,الكاتيل,Alcatel
786,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > انفينيكس,انفينيكس,Infinix
787,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ايك,ايك,Aiek
788,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > باناسونيك,باناسونيك,Panasonic
789,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > بلاك بيري,بلاك بيري,BlackBerry
790,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > بلاكفيو,بلاكفيو,Blackview
791,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > بلوبو,بلوبو,Bluboo
792,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > بينكيو سيمنز,بينكيو سيمنز,BenQ Siemens
793,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > تاغ هوير,تاغ هوير,Tag Heuer
794,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ترايدنت,ترايدنت,Trident
795,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > تشين,تشين,Qin
796,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > تكنو,تكنو,Tecno
797,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > توركسيل,توركسيل,Turkcell
798,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > تي سي إل,تي سي إل,TCL
799,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > جوجل,جوجل,Google
800,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ديجيفون,ديجيفون,Digiphone
801,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ديل,ديل,Dell
802,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > رازير,رازير,Razer
803,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ريدر,ريدر,Reeder
804,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ريلمى,ريلمى,Realme
805,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > زد تي إي,زد تي إي,ZTE
806,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > سامسونج,سامسونج,Samsung
807,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > سوني,سوني,Sony
808,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > سوني اريكسون,سوني اريكسون,Sony Ericsson
809,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > شارب,شارب,Sharp
810,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > شاومي,شاومي,Xiaomi
811,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > صني,صني,Sunny
812,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > فودافون,فودافون,Vodafone
813,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > فيرتو,فيرتو,Vertu
814,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > فيستل,فيستل,Vestel
815,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > فيفو,فيفو,Vivo
816,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > فيليبس,فيليبس,Philips
817,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > قطة,قطة,CAT
818,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > قطرة القمر,قطرة القمر,Moondrop
819,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > كاسبر,كاسبر,Casper
820,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > كان,كان,Kaan
821,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > كواترو,كواترو,Quatro
822,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > كوبوت,كوبوت,Cubot
823,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > لا شئ,لا شئ,Nothing
824,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > لايكا,لايكا,Leica
825,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > لي تي في ليكو,لي تي في ليكو,LeTV LeEco
826,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ليجو,ليجو,Leagoo
827,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > لينوفو,لينوفو,Lenovo
828,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > مايكروسوفت,مايكروسوفت,Microsoft
829,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ممن لهم,ممن لهم,Oppo
830,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > موبايل عام,موبايل عام,General Mobile
831,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > موتورولا,موتورولا,Motorola
832,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ميبو,ميبو,Mipo
833,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ميزو,ميزو,Meizu
834,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > نخل,نخل,Palm
835,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > نوكيا,نوكيا,Nokia
836,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > هواوي,هواوي,Huawei
837,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > هوتواف,هوتواف,Hotwav
838,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > هومتوم,هومتوم,HomTom
839,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > هونر,هونر,Honor
840,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > ون بلس,ون بلس,OnePlus
841,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > هواتف محمولة > يونيهيرتز,يونيهيرتز,Unihertz
842,تعديل الاسم,المركبات > سيارات دفع رباعي وبيك آب > Dodge > RAMs,RAMs,Ram
843,تعديل الاسم,المركبات > سيارات > Fiat > عائلة 500,عائلة 500,500 Family
844,تعديل الاسم,المركبات > سيارات دفع رباعي وبيك آب > Fiat > 500 X,500 X,500X
845,تعديل الاسم,المركبات > سيارات > Cupra > بورن,بورن,Born
846,تعديل الاسم,المركبات > سيارات > Cupra > ليون,ليون,Leon
847,تعديل الاسم,المركبات > سيارات > Geely > إمجراند,إمجراند,Emgrand
848,تعديل الاسم,المركبات > سيارات > Tesla > موديل 3,موديل 3,Model 3
849,تعديل الاسم,المركبات > سيارات > Tesla > موديل S,موديل S,Model S
850,تعديل الاسم,المركبات > سيارات > Tesla > موديل X,موديل X,Model X
851,تعديل الاسم,المركبات > سيارات > Tesla > موديل Y,موديل Y,Model Y
852,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > البذار والغرس,البذار والغرس,معدات البذار والغرس
853,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > التسميد,التسميد,معدات التسميد
854,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > الثروة الحيوانية,الثروة الحيوانية,معدات الثروة الحيوانية
855,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > الحصاد والدرس,الحصاد والدرس,معدات الحصاد والدراس
856,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > الري,الري,معدات الري
857,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > العناية بالمحاصيل,العناية بالمحاصيل,معدات العناية بالمحاصيل
858,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > النقل,النقل,معدات النقل الزراعي
859,تعديل الاسم,الآلات والمعدات > الآلات الزراعية > خدمة التربة,خدمة التربة,معدات تحضير التربة
860,تعديل الاسم,الآلات والمعدات > الصناعة > أنظمة الحماية والملاجئ,أنظمة الحماية والملاجئ,أنظمة حماية وملاجئ
861,تعديل الاسم,الآلات والمعدات > الصناعة > النقل والرصّ,النقل والرصّ,معدات نقل وتخزين
862,تعديل الاسم,الآلات والمعدات > الصناعة > خيام ومظلات وشتر,خيام ومظلات وشتر,خيمة أو مظلة
863,تعديل الاسم,الآلات والمعدات > الصناعة > كمبروسر,كمبروسر,كمبرسور هواء
864,تعديل الاسم,الآلات والمعدات > الكهرباء والطاقة > أوعية/خزانات مضغوطة,أوعية/خزانات مضغوطة,خزانات ضغط
865,تعديل الاسم,الآلات والمعدات > الكهرباء والطاقة > منتجات الوقود,منتجات الوقود,معدات الوقود
866,تعديل الاسم,الحيوانات الأليفة والمواشي > أسماك الزينة > أسماك الثعبان والموراي,أسماك الثعبان والموراي,أسماك الأنقليس والموراي
867,تعديل الاسم,الحيوانات الأليفة والمواشي > أسماك الزينة > أسماك الراي والقط,أسماك الراي والقط,أسماك الراي والسلور
868,تعديل الاسم,الحيوانات الأليفة والمواشي > أسماك الزينة > الأسماك المتاهية,الأسماك المتاهية,أسماك المتاهة
869,تعديل الاسم,الحيوانات الأليفة والمواشي > أسماك الزينة > السيكليد,السيكليد,أسماك السيكليد
870,تعديل الاسم,الحيوانات الأليفة والمواشي > أسماك الزينة > الشبوطيات,الشبوطيات,أسماك الشبوطيات
871,تعديل الاسم,الحيوانات الأليفة والمواشي > أسماك الزينة > اللافقاريات,اللافقاريات,لافقاريات مائية
872,تعديل الاسم,الحيوانات الأليفة والمواشي > الأعلاف والطعام > المواشي الصغيرة والكبيرة,المواشي الصغيرة والكبيرة,مواشي
873,تعديل الاسم,الحيوانات الأليفة والمواشي > الإكسسوارات والمعدات > المواشي الكبيرة والصغيرة,المواشي الكبيرة والصغيرة,مواشي
874,تعديل الاسم,العقارات > أرض > للبيع مقابل حصة من الأرض,للبيع مقابل حصة من الأرض,للبيع مقابل حصة
875,تعديل الاسم,العقارات > عقار تجاري > تنازل عن عقد الإيجار,تنازل عن عقد الإيجار,فروغ تجاري
876,تعديل الاسم,العقارات > عقار تجاري > للبيع مع التنازل عن النشاط,للبيع مع التنازل عن النشاط,للبيع مع الفروغ
877,تعديل الاسم,العقارات > مشاريع سكنية > ريزيدنس,ريزيدنس,مجمع سكني
878,تعديل الاسم,المركبات > المركبات التجارية > الخطوط واللوحات التجارية,الخطوط واللوحات التجارية,خطوط ولوحات تجارية
879,تعديل الاسم,المركبات > المركبات التجارية > الشاحنات القاطرة,الشاحنات القاطرة,رؤوس قاطرة
880,تعديل الاسم,المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة,الشاحنات والشاحنات الخفيفة,شاحنات وشاحنات خفيفة
881,تعديل الاسم,المركبات > المركبات التجارية > الكاروسري والهيكل,الكاروسري والهيكل,هياكل وصناديق شاحنات
882,تعديل الاسم,المركبات > المركبات التجارية > الميني باص والميدي باص,الميني باص والميدي باص,سرفيس
883,تعديل الاسم,المركبات > المركبات الكهربائية > ميني فان وفانات لوحة,ميني فان وفانات لوحة,فان مغلق كهربائي
884,تعديل الاسم,المركبات > تأجير سيارات > دفع رباعي وبيك اب,دفع رباعي وبيك اب,دفع رباعي وبيك آب
885,تعديل الاسم,المركبات > دراجات نارية > CFmoto,CFmoto,CFMOTO
886,تعديل الاسم,المركبات > دراجات نارية > Çelik Motor,Çelik Motor,Çelik Motor
887,تعديل الاسم,المركبات > دراجات نارية > Işıldar,Işıldar,Işıldar
888,تعديل الاسم,المركبات > دراجات نارية > Ski-doo,Ski-doo,Ski-Doo
889,تعديل الاسم,المركبات > دراجات نارية > Stmax,Stmax,STMAX
890,تعديل الاسم,المركبات > دراجات نارية > UğurSam,UğurSam,UğurSam
891,تعديل الاسم,المركبات > رباعية الدفع > آسيا موتور,آسيا موتور,Asya Motor
892,تعديل الاسم,المركبات > رباعية الدفع > أباتشي,أباتشي,Apache
893,تعديل الاسم,المركبات > رباعية الدفع > أركتيك كات,أركتيك كات,Arctic Cat
894,تعديل الاسم,المركبات > رباعية الدفع > أرورا,أرورا,Arora
895,تعديل الاسم,المركبات > رباعية الدفع > أودس,أودس,ODES
896,تعديل الاسم,المركبات > رباعية الدفع > إس إم سي,إس إم سي,SMC
897,تعديل الاسم,المركبات > رباعية الدفع > إس واي إم,إس واي إم,SYM
898,تعديل الاسم,المركبات > رباعية الدفع > إنبيست,إنبيست,Enbest
899,تعديل الاسم,المركبات > رباعية الدفع > إيون,إيون,AEON
900,تعديل الاسم,المركبات > رباعية الدفع > باشان,باشان,Bashan
901,تعديل الاسم,المركبات > رباعية الدفع > بولاريس,بولاريس,Polaris
902,تعديل الاسم,المركبات > رباعية الدفع > بوماركس,بوماركس,Pomarx
903,تعديل الاسم,المركبات > رباعية الدفع > بوموتو جينلينغ,بوموتو جينلينغ,BuMoto Jinling
904,تعديل الاسم,المركبات > رباعية الدفع > تي جي بي,تي جي بي,TGB
905,تعديل الاسم,المركبات > رباعية الدفع > ريجال رابتور,ريجال رابتور,Regal Raptor
906,تعديل الاسم,المركبات > رباعية الدفع > ريجنوم,ريجنوم,Regnum
907,تعديل الاسم,المركبات > رباعية الدفع > سكاي جيت,سكاي جيت,Skyjet
908,تعديل الاسم,المركبات > رباعية الدفع > سوزوكي,سوزوكي,Suzuki
909,تعديل الاسم,المركبات > رباعية الدفع > سي أف موتو,سي أف موتو,CF Moto
910,تعديل الاسم,المركبات > رباعية الدفع > سيجواي,سيجواي,Segway
911,تعديل الاسم,المركبات > رباعية الدفع > سيكتاك,سيكتاك,Cectek
912,تعديل الاسم,المركبات > رباعية الدفع > غوس,غوس,Goes
913,تعديل الاسم,المركبات > رباعية الدفع > فالكون,فالكون,Falcon
914,تعديل الاسم,المركبات > رباعية الدفع > فولتا,فولتا,Volta
915,تعديل الاسم,المركبات > رباعية الدفع > كان-آم,كان-آم,Can-Am
916,تعديل الاسم,المركبات > رباعية الدفع > كانوني,كانوني,Kanuni
917,تعديل الاسم,المركبات > رباعية الدفع > كاواساكي,كاواساكي,Kawasaki
918,تعديل الاسم,المركبات > رباعية الدفع > كايو,كايو,Kayo
919,تعديل الاسم,المركبات > رباعية الدفع > كرال موتور,كرال موتور,Kral Motor
920,تعديل الاسم,المركبات > رباعية الدفع > كوبا,كوبا,Kuba
921,تعديل الاسم,المركبات > رباعية الدفع > كيمكو,كيمكو,Kymco
922,تعديل الاسم,المركبات > رباعية الدفع > كيو جي موتور,كيو جي موتور,QJ Motor
923,تعديل الاسم,المركبات > رباعية الدفع > لونشين,لونشين,Loncin
924,تعديل الاسم,المركبات > رباعية الدفع > لينهاي,لينهاي,Linhai
